"holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","weather_description","date_time","traffic_volume"
"None",-8.75,0,0,20,"Clouds","few clouds","2013-01-18 17:00:00",5927
"None",-10.05,0,0,20,"Clouds","few clouds","2013-01-18 18:00:00",4792
"None",-10,0,0,40,"Clouds","scattered clouds","2013-01-18 19:00:00",3503
"None",-9.94,0,0,90,"Clouds","overcast clouds","2013-01-18 20:00:00",2799
"None",-9.13,0,0,90,"Clouds","overcast clouds","2013-01-18 21:00:00",2669
"None",-9.13999999999999,0,0,90,"Clouds","overcast clouds","2013-01-18 22:00:00",2311
"None",-8.75,0,0,90,"Clouds","overcast clouds","2013-01-18 23:00:00",1659
"None",-8.53999999999996,0,0,90,"Snow","heavy snow","2013-01-19 00:00:00",1021
"None",-8.39999999999998,0,0,90,"Snow","heavy snow","2013-01-19 01:00:00",696
"None",-8.28999999999996,0,0,90,"Snow","heavy snow","2013-01-19 02:00:00",535
"None",-8.28999999999996,0,0,90,"Mist","mist","2013-01-19 02:00:00",535
"None",-7.77999999999997,0,0,90,"Snow","heavy snow","2013-01-19 03:00:00",353
"None",-7.37,0,0,90,"Clouds","overcast clouds","2013-01-19 04:00:00",361
"None",-6.90999999999997,0,0,90,"Clouds","overcast clouds","2013-01-19 05:00:00",687
"None",-6.03999999999996,0,0,90,"Clouds","overcast clouds","2013-01-19 06:00:00",1111
"None",-5.16999999999996,0,0,90,"Clouds","overcast clouds","2013-01-19 07:00:00",1702
"None",-4.13,0,0,90,"Clouds","overcast clouds","2013-01-19 08:00:00",2595
"None",-2.13,0,0,75,"Clouds","broken clouds","2013-01-19 09:00:00",3346
"None",-0.409999999999968,0,0,75,"Clouds","broken clouds","2013-01-19 10:00:00",3550
"None",2.01000000000005,0,0,40,"Clouds","scattered clouds","2013-01-19 11:00:00",4096
"None",3.57000000000005,0,0,40,"Clouds","scattered clouds","2013-01-19 12:00:00",4803
"None",3.95000000000005,0,0,75,"Clouds","broken clouds","2013-01-19 13:00:00",4906
"None",4.13,0,0,75,"Clouds","broken clouds","2013-01-19 14:00:00",4973
"None",3.59000000000003,0,0,75,"Clouds","broken clouds","2013-01-19 15:00:00",4791
"None",2.93000000000001,0,0,75,"Clouds","broken clouds","2013-01-19 16:00:00",4837
"None",2.12,0,0,40,"Clouds","scattered clouds","2013-01-19 17:00:00",4825
"None",0.870000000000005,0,0,20,"Clouds","few clouds","2013-01-19 18:00:00",4530
"None",0.379999999999995,0,0,20,"Clouds","few clouds","2013-01-19 19:00:00",3076
"None",-0.149999999999977,0,0,20,"Clouds","few clouds","2013-01-19 20:00:00",2532
"None",-1.34999999999997,0,0,40,"Clouds","scattered clouds","2013-01-19 22:00:00",3096
"None",-1.72999999999996,0,0,40,"Clouds","scattered clouds","2013-01-19 23:00:00",3125
"None",-2.28999999999996,0,0,90,"Clouds","overcast clouds","2013-01-20 01:00:00",784
"None",-2.62,0,0,90,"Clouds","overcast clouds","2013-01-20 02:00:00",577
"None",-1.88,0,0,90,"Clouds","overcast clouds","2013-01-20 04:00:00",246
"None",-1.79999999999995,0,0,90,"Clouds","overcast clouds","2013-01-20 05:00:00",419
"None",-2.67999999999995,0,0,75,"Mist","mist","2013-01-20 07:00:00",946
"None",-2.5,0,0,90,"Mist","mist","2013-01-20 08:00:00",1513
"None",-0.229999999999961,0,0,90,"Mist","mist","2013-01-20 09:00:00",2132
"None",1.42000000000002,0,0,75,"Clouds","broken clouds","2013-01-20 10:00:00",2796
"None",-3.88,0,0,86,"Clouds","overcast clouds","2013-01-20 12:00:00",3632
"None",-2.22999999999996,0,0,58,"Clouds","broken clouds","2013-01-20 13:00:00",4028
"None",-2.22999999999996,0,0,58,"Clouds","broken clouds","2013-01-20 14:00:00",3795
"None",-6.65999999999997,0,0,40,"Haze","haze","2013-01-20 16:00:00",3695
"None",-9.16999999999996,0,0,75,"Snow","heavy snow","2013-01-20 17:00:00",3455
"None",-12.54,0,0,75,"Clouds","broken clouds","2013-01-20 18:00:00",3075
"None",-14.2,0,0,40,"Clouds","scattered clouds","2013-01-20 20:00:00",2073
"None",-15.34,0,0,90,"Clouds","overcast clouds","2013-01-20 21:00:00",3219
"None",-15.94,0,0,90,"Clouds","overcast clouds","2013-01-20 22:00:00",2215
"None",-16.61,0,0,20,"Clouds","few clouds","2013-01-20 23:00:00",1031
"None",-17.52,0,0,20,"Clouds","few clouds","2013-01-21 01:00:00",331
"None",-17.66,0,0,40,"Clouds","scattered clouds","2013-01-21 02:00:00",270
"None",-17.82,0,0,40,"Clouds","scattered clouds","2013-01-21 03:00:00",310
"None",-17.95,0,0,75,"Clouds","broken clouds","2013-01-21 04:00:00",667
"None",-18.46,0,0,75,"Clouds","broken clouds","2013-01-21 05:00:00",1978
"None",-18.46,0,0,75,"Clouds","broken clouds","2013-01-21 06:00:00",4018
"None",-18.45,0,0,90,"Clouds","overcast clouds","2013-01-21 07:00:00",4397
"None",-18.45,0,0,90,"Clouds","overcast clouds","2013-01-21 08:00:00",3731
"None",-17,0,0,75,"Clouds","broken clouds","2013-01-21 10:00:00",3339
"None",-16.23,0,0,90,"Clouds","overcast clouds","2013-01-21 11:00:00",3551
"None",-14.08,0,0,90,"Clouds","overcast clouds","2013-01-21 13:00:00",4048
"None",-13.89,0,0,75,"Clouds","broken clouds","2013-01-21 14:00:00",4252
"None",-13.88,0,0,90,"Clouds","overcast clouds","2013-01-21 15:00:00",4483
"None",-14.11,0,0,90,"Clouds","overcast clouds","2013-01-21 16:00:00",4561
"None",-14.46,0,0,90,"Snow","heavy snow","2013-01-21 17:00:00",4420
"None",-14.46,0,0,90,"Haze","haze","2013-01-21 17:00:00",4420
"None",-15.49,0,0,90,"Snow","heavy snow","2013-01-21 19:00:00",2545
"None",-16.71,0,0,20,"Clouds","few clouds","2013-01-21 20:00:00",2058
"None",-17.57,0,0,20,"Clouds","few clouds","2013-01-21 21:00:00",1790
"None",-18.32,0,0,20,"Clouds","few clouds","2013-01-21 22:00:00",1303
"None",-19.64,0,0,1,"Clear","sky is clear","2013-01-21 23:00:00",859
"None",-22.52,0,0,42,"Clouds","scattered clouds","2013-01-22 01:00:00",275
"None",-22.52,0,0,42,"Clouds","scattered clouds","2013-01-22 02:00:00",185
"None",-25.01,0,0,25,"Clouds","few clouds","2013-01-22 04:00:00",719
"None",-25.01,0,0,25,"Clouds","scattered clouds","2013-01-22 04:00:00",719
"None",-25.01,0,0,25,"Clouds","few clouds","2013-01-22 05:00:00",2424
"None",-25.01,0,0,25,"Clouds","scattered clouds","2013-01-22 05:00:00",2424
"None",-23.69,0,0,40,"Clouds","scattered clouds","2013-01-22 07:00:00",6256
"None",-23.82,0,0,75,"Clouds","broken clouds","2013-01-22 08:00:00",5693
"None",-22.71,0,0,40,"Haze","haze","2013-01-22 10:00:00",4031
"None",-22.46,0,0,40,"Haze","haze","2013-01-22 11:00:00",4176
"None",-21.59,0,0,40,"Haze","haze","2013-01-22 12:00:00",4551
"None",-20.93,0,0,75,"Clouds","broken clouds","2013-01-22 13:00:00",4747
"None",-20.21,0,0,20,"Clouds","few clouds","2013-01-22 15:00:00",5459
"None",-20.34,0,0,40,"Clouds","scattered clouds","2013-01-22 16:00:00",6331
"None",-20.97,0,0,20,"Clouds","few clouds","2013-01-22 17:00:00",6111
"None",-21.46,0,0,20,"Clouds","few clouds","2013-01-22 19:00:00",2774
"None",-21.57,0,0,1,"Clear","sky is clear","2013-01-22 20:00:00",2593
"None",-21.7,0,0,1,"Clear","sky is clear","2013-01-22 21:00:00",3209
"None",-21.82,0,0,1,"Clear","sky is clear","2013-01-22 22:00:00",2538
"None",-25.99,0,0,11,"Clouds","few clouds","2013-01-23 01:00:00",346
"None",-25.99,0,0,11,"Clouds","few clouds","2013-01-23 02:00:00",248
"None",-26.68,0,0,13,"Clouds","few clouds","2013-01-23 03:00:00",312
"None",-26.68,0,0,13,"Clouds","few clouds","2013-01-23 04:00:00",737
"None",-26.68,0,0,13,"Clouds","few clouds","2013-01-23 05:00:00",2486
"None",-24.4,0,0,1,"Clear","sky is clear","2013-01-23 06:00:00",5307
"None",-24.67,0,0,1,"Clear","sky is clear","2013-01-23 07:00:00",6391
"None",-24.67,0,0,20,"Clouds","few clouds","2013-01-23 08:00:00",6106
"None",-23.24,0,0,20,"Clouds","few clouds","2013-01-23 09:00:00",5394
"None",-22.36,0,0,20,"Clouds","few clouds","2013-01-23 10:00:00",4303
"None",-21.48,0,0,40,"Clouds","scattered clouds","2013-01-23 11:00:00",4481
"None",-19.58,0,0,75,"Clouds","broken clouds","2013-01-23 12:00:00",4779
"None",-18.95,0,0,75,"Clouds","broken clouds","2013-01-23 13:00:00",4682
"None",-18.11,0,0,75,"Clouds","broken clouds","2013-01-23 14:00:00",5212
"None",-17.52,0,0,75,"Clouds","broken clouds","2013-01-23 15:00:00",5633
"None",-17.69,0,0,90,"Clouds","overcast clouds","2013-01-23 16:00:00",6606
"None",-17.57,0,0,90,"Clouds","overcast clouds","2013-01-23 17:00:00",6303
"None",-17.65,0,0,90,"Clouds","overcast clouds","2013-01-23 18:00:00",4584
"None",-17.3,0,0,90,"Clouds","overcast clouds","2013-01-23 19:00:00",3062
"None",-17.16,0,0,90,"Clouds","overcast clouds","2013-01-23 20:00:00",2727
"None",-16.19,0,0,90,"Clouds","overcast clouds","2013-01-23 22:00:00",2484
"None",-15.74,0,0,90,"Clouds","overcast clouds","2013-01-23 23:00:00",1150
"None",-14.71,0,0,90,"Clouds","overcast clouds","2013-01-24 01:00:00",289
"None",-14.45,0,0,90,"Clouds","overcast clouds","2013-01-24 02:00:00",254
"None",-13.85,0,0,90,"Snow","heavy snow","2013-01-24 04:00:00",746
"None",-13.85,0,0,90,"Haze","haze","2013-01-24 04:00:00",746
"None",-13.69,0,0,90,"Snow","heavy snow","2013-01-24 05:00:00",2449
"None",-13.69,0,0,90,"Mist","mist","2013-01-24 05:00:00",2449
"None",-13.17,0,0,90,"Snow","heavy snow","2013-01-24 07:00:00",6870
"None",-13.17,0,0,90,"Mist","mist","2013-01-24 07:00:00",6870
"None",-13.07,0,0,90,"Snow","heavy snow","2013-01-24 08:00:00",6256
"None",-13.07,0,0,90,"Haze","haze","2013-01-24 08:00:00",6256
"None",-13.07,0,0,90,"Mist","mist","2013-01-24 08:00:00",6256
"None",-11.39,0,0,90,"Snow","heavy snow","2013-01-24 10:00:00",4286
"None",-9.84999999999997,0,0,40,"Snow","heavy snow","2013-01-24 11:00:00",4438
"None",-9.79999999999995,0,0,75,"Clouds","broken clouds","2013-01-24 13:00:00",4731
"None",-10.89,0,0,75,"Clouds","broken clouds","2013-01-24 14:00:00",5258
"None",-13.53,0,0,40,"Clouds","scattered clouds","2013-01-24 16:00:00",6661
"None",-15.26,0,0,40,"Clouds","scattered clouds","2013-01-24 17:00:00",5891
"None",-17.38,0,0,1,"Clear","sky is clear","2013-01-24 19:00:00",3156
"None",-18.19,0,0,1,"Clear","sky is clear","2013-01-24 20:00:00",2843
"None",-19.18,0,0,1,"Clear","sky is clear","2013-01-24 21:00:00",2521
"None",-19.69,0,0,1,"Clear","sky is clear","2013-01-24 22:00:00",1887
"None",-20.32,0,0,1,"Clear","sky is clear","2013-01-24 23:00:00",1172
"None",-21.08,0,0,1,"Clear","sky is clear","2013-01-25 00:00:00",590
"None",-21.59,0,0,20,"Clouds","few clouds","2013-01-25 01:00:00",376
"None",-21.59,0,0,90,"Clouds","overcast clouds","2013-01-25 02:00:00",283
"None",-21.7,0,0,90,"Clouds","overcast clouds","2013-01-25 04:00:00",683
"None",-21.83,0,0,90,"Clouds","overcast clouds","2013-01-25 05:00:00",2384
"None",-21.59,0,0,90,"Clouds","overcast clouds","2013-01-25 06:00:00",5269
"None",-21.35,0,0,90,"Clouds","overcast clouds","2013-01-25 07:00:00",6593
"None",-20.71,0,0,90,"Clouds","overcast clouds","2013-01-25 08:00:00",5829
"None",-18.5,0,0,90,"Clouds","overcast clouds","2013-01-25 10:00:00",4463
"None",-17.5,0,0,90,"Clouds","overcast clouds","2013-01-25 11:00:00",4911
"None",-15.29,0,0,90,"Clouds","overcast clouds","2013-01-25 13:00:00",5206
"None",-14.63,0,0,90,"Clouds","overcast clouds","2013-01-25 14:00:00",5546
"None",-13.1799999999999,0,0,90,"Clouds","overcast clouds","2013-01-25 16:00:00",6456
"None",-12.9299999999999,0,0,75,"Clouds","broken clouds","2013-01-25 17:00:00",6142
"None",-12.69,0,0,90,"Clouds","overcast clouds","2013-01-25 19:00:00",3633
"None",-12.51,0,0,90,"Clouds","overcast clouds","2013-01-25 20:00:00",3033
"None",-11.59,0,0,90,"Clouds","overcast clouds","2013-01-25 22:00:00",2439
"None",-10.97,0,0,90,"Clouds","overcast clouds","2013-01-25 23:00:00",1690
"None",-10.46,0,0,90,"Snow","heavy snow","2013-01-26 01:00:00",669
"None",-10.17,0,0,90,"Mist","mist","2013-01-26 02:00:00",584
"None",-9.35999999999996,0,0,90,"Clouds","overcast clouds","2013-01-26 04:00:00",385
"None",-9,0,0,90,"Clouds","overcast clouds","2013-01-26 05:00:00",658
"None",-8.35999999999996,0,0,90,"Snow","heavy snow","2013-01-26 07:00:00",2052
"None",-8.29999999999995,0,0,90,"Snow","heavy snow","2013-01-26 08:00:00",2755
"None",-8.09999999999997,0,0,75,"Snow","heavy snow","2013-01-26 10:00:00",3991
"None",-8.89999999999998,0,0,40,"Clouds","scattered clouds","2013-01-26 12:00:00",4947
"None",-16.01,0,0,1,"Clear","sky is clear","2013-01-27 01:00:00",937
"None",-16.19,0,0,40,"Clouds","scattered clouds","2013-01-27 02:00:00",686
"None",-17.03,0,0,20,"Clouds","few clouds","2013-01-27 05:00:00",462
"None",-17.2,0,0,40,"Clouds","scattered clouds","2013-01-27 07:00:00",1153
"None",-16.81,0,0,75,"Clouds","broken clouds","2013-01-27 08:00:00",1839
"None",-12.94,0,0,75,"Clouds","broken clouds","2013-01-27 10:00:00",3245
"None",-10.95,0,0,90,"Clouds","overcast clouds","2013-01-27 11:00:00",3616
"None",-7.60999999999996,0,0,75,"Clouds","broken clouds","2013-01-27 13:00:00",3813
"None",-6.60999999999996,0,0,75,"Clouds","broken clouds","2013-01-27 14:00:00",3124
"None",-5.73999999999995,0,0,90,"Clouds","overcast clouds","2013-01-27 16:00:00",2529
"None",-5.73999999999995,0,0,90,"Clouds","overcast clouds","2013-01-27 17:00:00",2347
"None",-5.44,0,0,90,"Clouds","overcast clouds","2013-01-27 19:00:00",1596
"None",-5.16999999999996,0,0,90,"Clouds","overcast clouds","2013-01-27 20:00:00",1408
"None",-4.89999999999998,0,0,90,"Clouds","overcast clouds","2013-01-27 22:00:00",1030
"None",-4.88999999999999,0,0,90,"Clouds","overcast clouds","2013-01-27 23:00:00",692
"None",-4.82999999999998,0,0,75,"Clouds","broken clouds","2013-01-28 00:00:00",383
"None",-4.65999999999997,0,0,90,"Clouds","overcast clouds","2013-01-28 01:00:00",273
"None",-4.54999999999995,0,0,40,"Clouds","scattered clouds","2013-01-28 02:00:00",261
"None",-4.62,0,0,20,"Clouds","few clouds","2013-01-28 03:00:00",334
"None",-3.54999999999995,0,0,90,"Clouds","overcast clouds","2013-01-28 05:00:00",2474
"None",-3.20999999999998,0,0,90,"Clouds","overcast clouds","2013-01-28 06:00:00",5198
"None",-2.01999999999998,0,0,90,"Clouds","overcast clouds","2013-01-28 08:00:00",5565
"None",-1.07999999999998,0,0,90,"Clouds","overcast clouds","2013-01-28 09:00:00",4410
"None",-0.0199999999999818,0,0,90,"Clouds","overcast clouds","2013-01-28 11:00:00",4033
"None",0.220000000000027,0,0,90,"Rain","light rain","2013-01-28 12:00:00",4368
"None",-0.299999999999955,0,0,90,"Mist","mist","2013-01-28 14:00:00",4799
"None",-0.299999999999955,0,0,90,"Snow","heavy snow","2013-01-28 14:00:00",4799
"None",-0.299999999999955,0,0,90,"Snow","snow","2013-01-28 14:00:00",4799
"None",-0.439999999999998,0,0,90,"Snow","heavy snow","2013-01-28 17:00:00",5708
"None",-0.439999999999998,0,0,90,"Mist","mist","2013-01-28 17:00:00",5708
"None",-0.599999999999966,0,0,90,"Snow","heavy snow","2013-01-28 20:00:00",2460
"None",-0.599999999999966,0,0,90,"Mist","mist","2013-01-28 20:00:00",2460
"None",-0.599999999999966,0,0,90,"Rain","light rain","2013-01-28 20:00:00",2460
"None",-0.779999999999973,0,0,91,"Clouds","overcast clouds","2013-01-29 00:00:00",434
"None",-0.0999999999999659,0,0,90,"Mist","mist","2013-01-30 01:00:00",370
"None",0,0,0,90,"Mist","mist","2013-01-30 02:00:00",243
"None",-0.560000000000002,0,0,98,"Clouds","overcast clouds","2013-01-30 03:00:00",340
"None",-0.20999999999998,0,0,90,"Mist","mist","2013-01-30 05:00:00",2608
"None",-0.20999999999998,0,0,90,"Snow","heavy snow","2013-01-30 05:00:00",2608
"None",-0.20999999999998,0,0,90,"Mist","mist","2013-01-30 06:00:00",5646
"None",-0.20999999999998,0,0,90,"Mist","mist","2013-01-30 07:00:00",6945
"None",-0.109999999999957,0,0,90,"Mist","mist","2013-01-30 08:00:00",6060
"None",0.410000000000025,0,0,90,"Mist","mist","2013-01-30 09:00:00",5100
"None",0.670000000000016,0,0,90,"Clouds","overcast clouds","2013-01-30 10:00:00",4389
"None",0.970000000000027,0,0,90,"Clouds","overcast clouds","2013-01-30 11:00:00",4462
"None",1.33000000000004,0,0,90,"Clouds","overcast clouds","2013-01-30 12:00:00",4739
"None",1.65000000000003,0,0,90,"Clouds","overcast clouds","2013-01-30 13:00:00",4683
"None",1.59000000000003,0,0,90,"Clouds","overcast clouds","2013-01-30 14:00:00",5061
"None",1.54000000000002,0,0,90,"Clouds","overcast clouds","2013-01-30 15:00:00",5693
"None",0.830000000000041,0,0,90,"Clouds","overcast clouds","2013-01-30 16:00:00",6617
"None",0.430000000000007,0,0,90,"Clouds","overcast clouds","2013-01-30 17:00:00",6139
"None",-0.129999999999995,0,0,90,"Clouds","overcast clouds","2013-01-30 18:00:00",4679
"None",-0.909999999999968,0,0,90,"Clouds","overcast clouds","2013-01-30 19:00:00",3121
"None",-1.72999999999996,0,0,90,"Clouds","overcast clouds","2013-01-30 20:00:00",2686
"None",-1.92999999999995,0,0,90,"Clouds","overcast clouds","2013-01-30 21:00:00",2734
"None",-2.02999999999997,0,0,90,"Clouds","overcast clouds","2013-01-30 22:00:00",3839
"None",-2.38999999999999,0,0,90,"Clouds","overcast clouds","2013-01-30 23:00:00",1242
"None",-3,0,0,90,"Clouds","overcast clouds","2013-01-31 00:00:00",605
"None",-3.65999999999997,0,0,90,"Clouds","overcast clouds","2013-01-31 01:00:00",389
"None",-4.32999999999998,0,0,90,"Clouds","overcast clouds","2013-01-31 02:00:00",261
"None",-4.65999999999997,0,0,40,"Snow","heavy snow","2013-01-31 03:00:00",337
"None",-4.56999999999999,0,0,20,"Clouds","few clouds","2013-01-31 04:00:00",747
"None",-4.48999999999995,0,0,75,"Clouds","broken clouds","2013-01-31 05:00:00",2533
"None",-6,0,0,90,"Clouds","overcast clouds","2013-01-31 06:00:00",5348
"None",-13.15,0,0,100,"Clouds","overcast clouds","2013-01-31 08:00:00",5330
"None",-12.56,0,0,100,"Clouds","overcast clouds","2013-01-31 09:00:00",5410
"None",-12.56,0,0,100,"Clouds","overcast clouds","2013-01-31 10:00:00",4403
"None",-12.56,0,0,100,"Clouds","overcast clouds","2013-01-31 11:00:00",4543
"None",-11.62,0,0,100,"Clouds","overcast clouds","2013-01-31 13:00:00",4962
"None",-11.62,0,0,100,"Clouds","overcast clouds","2013-01-31 14:00:00",5303
"None",-14.4,0,0,99,"Clouds","overcast clouds","2013-01-31 15:00:00",5679
"None",-14.4,0,0,99,"Clouds","overcast clouds","2013-01-31 16:00:00",6485
"None",-14.4,0,0,99,"Clouds","overcast clouds","2013-01-31 17:00:00",6312
"None",-18.31,0,0,98,"Clouds","overcast clouds","2013-01-31 18:00:00",4334
"None",-18.31,0,0,98,"Clouds","overcast clouds","2013-01-31 19:00:00",3059
"None",-18.31,0,0,98,"Clouds","overcast clouds","2013-01-31 20:00:00",2787
"None",-19.38,0,0,99,"Clouds","overcast clouds","2013-01-31 21:00:00",2545
"None",-19.38,0,0,99,"Clouds","overcast clouds","2013-01-31 22:00:00",2040
"None",-19.38,0,0,99,"Clouds","overcast clouds","2013-01-31 23:00:00",1130
"None",-20.38,0,0,100,"Clouds","overcast clouds","2013-02-01 00:00:00",627
"None",-20.38,0,0,100,"Clouds","overcast clouds","2013-02-01 01:00:00",378
"None",-20.38,0,0,100,"Clouds","overcast clouds","2013-02-01 02:00:00",291
"None",-22.24,0,0,100,"Clouds","overcast clouds","2013-02-01 03:00:00",347
"None",-22.24,0,0,100,"Clouds","overcast clouds","2013-02-01 04:00:00",638
"None",-22.24,0,0,100,"Clouds","overcast clouds","2013-02-01 05:00:00",2337
"None",-23.24,0,0,100,"Clouds","overcast clouds","2013-02-01 06:00:00",5110
"None",-23.24,0,0,100,"Clouds","overcast clouds","2013-02-01 07:00:00",6681
"None",-23.24,0,0,100,"Clouds","overcast clouds","2013-02-01 08:00:00",5948
"None",-21.02,0,0,99,"Clouds","overcast clouds","2013-02-01 09:00:00",4996
"None",-21.02,0,0,99,"Clouds","overcast clouds","2013-02-01 10:00:00",4461
"None",-21.02,0,0,99,"Clouds","overcast clouds","2013-02-01 11:00:00",4929
"None",-19.82,0,0,85,"Clouds","overcast clouds","2013-02-01 12:00:00",5246
"None",-19.82,0,0,85,"Clouds","overcast clouds","2013-02-01 13:00:00",5201
"None",-19.82,0,0,85,"Clouds","overcast clouds","2013-02-01 14:00:00",5518
"None",-21.38,0,0,83,"Clouds","broken clouds","2013-02-01 15:00:00",6037
"None",-21.38,0,0,83,"Clouds","broken clouds","2013-02-01 16:00:00",5971
"None",-21.38,0,0,83,"Clouds","broken clouds","2013-02-01 17:00:00",4909
"None",-22.91,0,0,70,"Clouds","broken clouds","2013-02-01 18:00:00",4053
"None",-22.91,0,0,70,"Clouds","broken clouds","2013-02-01 19:00:00",2945
"None",-22.91,0,0,70,"Clouds","broken clouds","2013-02-01 20:00:00",2547
"None",-23.46,0,0,59,"Clouds","broken clouds","2013-02-01 21:00:00",2396
"None",-23.46,0,0,59,"Clouds","broken clouds","2013-02-01 22:00:00",2320
"None",-21.92,0,0,84,"Clouds","broken clouds","2013-02-01 23:00:00",1517
"None",-23.01,0,0,89,"Clouds","overcast clouds","2013-02-02 00:00:00",945
"None",-23.01,0,0,89,"Clouds","overcast clouds","2013-02-02 01:00:00",580
"None",-27.11,0,0,20,"Clouds","few clouds","2013-02-02 02:00:00",472
"None",-28.33,0,0,11,"Clouds","few clouds","2013-02-02 03:00:00",354
"None",-28.33,0,0,11,"Clouds","few clouds","2013-02-02 04:00:00",417
"None",-28.33,0,0,11,"Clouds","few clouds","2013-02-02 05:00:00",678
"None",-27.45,0,0,0,"Clear","sky is clear","2013-02-02 06:00:00",1198
"None",-27.45,0,0,0,"Clear","sky is clear","2013-02-02 07:00:00",1909
"None",-27.45,0,0,0,"Clear","sky is clear","2013-02-02 08:00:00",2689
"None",-22.74,0,0,3,"Clear","sky is clear","2013-02-02 09:00:00",3438
"None",-22.74,0,0,3,"Clear","sky is clear","2013-02-02 10:00:00",3885
"None",-22.74,0,0,3,"Clear","sky is clear","2013-02-02 11:00:00",4420
"None",-18.69,0,0,56,"Clouds","broken clouds","2013-02-02 12:00:00",4907
"None",-18.69,0,0,56,"Clouds","broken clouds","2013-02-02 13:00:00",4901
"None",-18.69,0,0,56,"Clouds","broken clouds","2013-02-02 14:00:00",4684
"None",-17.17,0,0,77,"Clouds","broken clouds","2013-02-02 15:00:00",4760
"None",-17.17,0,0,77,"Clouds","broken clouds","2013-02-02 16:00:00",4763
"None",-17.17,0,0,77,"Clouds","broken clouds","2013-02-02 17:00:00",4471
"None",-16.48,0,0,85,"Clouds","overcast clouds","2013-02-02 18:00:00",4113
"None",-16.48,0,0,85,"Clouds","overcast clouds","2013-02-02 19:00:00",3440
"None",-16.48,0,0,85,"Clouds","overcast clouds","2013-02-02 20:00:00",2768
"None",-16.71,0,0,93,"Clouds","overcast clouds","2013-02-02 21:00:00",2390
"None",-16.71,0,0,93,"Clouds","overcast clouds","2013-02-02 22:00:00",2752
"None",-16.71,0,0,93,"Clouds","overcast clouds","2013-02-02 23:00:00",2258
"None",-18.71,0,0,98,"Clouds","overcast clouds","2013-02-03 00:00:00",1103
"None",-18.71,0,0,98,"Clouds","overcast clouds","2013-02-03 01:00:00",730
"None",-20.41,0,0,100,"Clouds","overcast clouds","2013-02-03 02:00:00",579
"None",-23.64,0,0,88,"Clouds","overcast clouds","2013-02-03 03:00:00",338
"None",-23.64,0,0,88,"Clouds","overcast clouds","2013-02-03 04:00:00",255
"None",-23.64,0,0,88,"Clouds","overcast clouds","2013-02-03 05:00:00",425
"None",-23.4,0,0,40,"Clouds","scattered clouds","2013-02-03 06:00:00",720
"None",-22.82,0,0,67,"Clouds","broken clouds","2013-02-03 07:00:00",1080
"None",-22.82,0,0,67,"Clouds","broken clouds","2013-02-03 08:00:00",1630
"None",-18.48,0,0,59,"Clouds","broken clouds","2013-02-03 09:00:00",2428
"None",-18.48,0,0,59,"Clouds","broken clouds","2013-02-03 10:00:00",3230
"None",-18.48,0,0,59,"Clouds","broken clouds","2013-02-03 11:00:00",3555
"None",-15.84,0,0,91,"Clouds","overcast clouds","2013-02-03 12:00:00",3676
"None",-14.56,0,0,91,"Clouds","overcast clouds","2013-02-03 13:00:00",4072
"None",-14.56,0,0,91,"Clouds","overcast clouds","2013-02-03 14:00:00",4178
"None",-16.14,0,0,93,"Clouds","overcast clouds","2013-02-03 15:00:00",4148
"None",-16.14,0,0,93,"Clouds","overcast clouds","2013-02-03 16:00:00",4665
"None",-16.14,0,0,93,"Clouds","overcast clouds","2013-02-03 17:00:00",3536
"None",-2,0,0,90,"Snow","heavy snow","2013-02-03 18:00:00",2196
"None",-14.25,0,0,98,"Clouds","overcast clouds","2013-02-03 20:00:00",1656
"None",-14.75,0,0,97,"Clouds","overcast clouds","2013-02-03 21:00:00",1566
"None",-14.75,0,0,97,"Clouds","overcast clouds","2013-02-03 22:00:00",2658
"None",-14.75,0,0,97,"Clouds","overcast clouds","2013-02-03 23:00:00",1068
"None",-15.99,0,0,62,"Clouds","broken clouds","2013-02-04 00:00:00",522
"None",-15.99,0,0,62,"Clouds","broken clouds","2013-02-04 01:00:00",285
"None",-17.63,0,0,58,"Clouds","broken clouds","2013-02-04 02:00:00",265
"None",-19.27,0,0,32,"Clouds","scattered clouds","2013-02-04 03:00:00",352
"None",-19.27,0,0,32,"Clouds","scattered clouds","2013-02-04 04:00:00",742
"None",-19.27,0,0,32,"Clouds","scattered clouds","2013-02-04 05:00:00",2327
"None",-19,0,0,4,"Clear","sky is clear","2013-02-04 06:00:00",4897
"None",-19,0,0,4,"Clear","sky is clear","2013-02-04 07:00:00",5884
"None",-18.82,0,0,0,"Clear","sky is clear","2013-02-04 08:00:00",4790
"None",-14.81,0,0,5,"Clear","sky is clear","2013-02-04 09:00:00",5463
"None",-14.81,0,0,5,"Clear","sky is clear","2013-02-04 10:00:00",4141
"None",-14.81,0,0,5,"Clear","sky is clear","2013-02-04 11:00:00",4195
"None",-12.6,0,0,38,"Clouds","scattered clouds","2013-02-04 12:00:00",4506
"None",-11.22,0,0,83,"Clouds","broken clouds","2013-02-04 13:00:00",4416
"None",-11.22,0,0,83,"Clouds","broken clouds","2013-02-04 14:00:00",4882
"None",-11.92,0,0,90,"Clouds","overcast clouds","2013-02-04 15:00:00",5430
"None",-11.92,0,0,90,"Clouds","overcast clouds","2013-02-04 16:00:00",6316
